Type,Domain,Prefix,sbr-nl,local,xbrl
roles,kvk,urn:kvk:linkrole:notes-market-value-investments-movement-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-subsidiaries-breakdown-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-provisions-movement,False,True,False
roles,kvk,urn:kvk:linkrole:notes-general-notes-mergers-acquisitions,False,True,False
roles,kvk,urn:kvk:linkrole:notes-assets-liabilities-not-recognised-operating-lease-lessors-breakdown-maturity,False,True,False
roles,kvk,urn:kvk:linkrole:notes-profit-sharing-and-discounts-breakdown-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-accounting-principles-assets-liabilities-health-care,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-ongoing-cost-factor-subfunds-specification-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-provisions-movement-housing,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-provisions-provisions-other-movement-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-subsidy-income-nonprofit,False,True,False
roles,kvk,urn:kvk:linkrole:notes-expenses-direct-investments-other-investment-entities-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-financial-instruments-measured-at-higher-value-than-fair-value-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-noncurrent-liabilities-negative-goodwill-movement,False,True,False
roles,kvk,urn:kvk:linkrole:classes-of-equity-nonprofit,False,True,False
roles,kvk,urn:kvk:linkrole:income-statement-non-technical-account-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-investment-properties-movement,False,True,False
roles,kvk,urn:kvk:linkrole:notes-provisions-breakdown-maturity,False,True,False
roles,kvk,urn:kvk:linkrole:notes-provisions-provisions-other-movement-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-average-number-of-employees-segment-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-income-special-purpose-nonprofit,False,True,False
roles,kvk,urn:kvk:linkrole:notes-borrowings-from-governments-credit-institutions-breakdown-housing,False,True,False
roles,kvk,urn:kvk:linkrole:notes-analysis-difference-budgetted-actual-fundraising,False,True,False
roles,kvk,urn:kvk:linkrole:notes-bonds-other-fixed-income-securities-movement-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-property-plant-equipment-movement-housing,False,True,False
roles,kvk,urn:kvk:linkrole:document-information,False,True,False
roles,kvk,urn:kvk:linkrole:notes-income-other-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-rights-granted-not-yet-exercised-by-employee,False,True,False
roles,kvk,urn:kvk:linkrole:notes-inventories-profit-and-loss-account-breakdown-health-care,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-technical-provisions-other-movement-specification-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-investments-in-participating-interests-in-group-companies-movement-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-financing-deficit-surplus-to-be-settled-in-rates-stage-of-adoption-health-care,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-financial-assets-movement-health-care,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-accounting-principles-result-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:notes-net-revenue-revenues-other-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-investments-land-building-investments-land-buildings-other-specification-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-remuneration-administrator-investment-entity-employee-breakdown-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:consolidated-income-statement-housing,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-subordinated-liabilities-breakdown-maturity-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-net-revenue-revenues-other-specification,False,True,False
roles,kvk,urn:kvk:linkrole:cash-flow-statement-housing,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-receivables-and-prepayments-breakdown-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-designated-reserves-foundations,False,True,False
roles,kvk,urn:kvk:linkrole:notes-accounting-policies-changes-in-accounting-estimates-and-errors-ifrs-smes,False,True,False
roles,kvk,urn:kvk:linkrole:notes-noncurrent-liabilities-interest-rates-housing,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-participating-interests-movement-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-number-of-other-equity-instruments-movement-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-general-notes-consolidated-interests-one-fifth-interest-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-costs-raw-materials-consumables-not-purchased-from-members-cooperatives,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-other-notes-statement-income-expenses-fundraising,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-current-liabilities-cooperatives,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-remuneration-of-senior-officials1700or-less-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-remuneration-executive-senior-officials-without-employment12months-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-rental-income-from-investment-property-net-of-direct-operating-expense-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-foreign-exchange-gains-and-losses-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-accounting-principles-result-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-exceptional-items-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-remuneration-non-supervisory-senior-officials-other-wnt-institution-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-subsequent-events,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-intangible-assets-ifrs-smes,False,True,False
roles,kvk,urn:kvk:linkrole:consolidated-balance-sheet-vertical,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-cost-of-sales-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-revaluation-of-intangible-asset-other-than-goodwill-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-reinsurance-part-technical-provisions-breakdown-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-bonds-other-fixed-income-securities-public-offering-breakdown-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-income-tax-expense-extraordinary-items-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-noncurrent-liabilities-payables-other-noncurrent-specification,False,True,False
roles,kvk,urn:kvk:linkrole:report-of-the-management-board-nonprofit-small,False,True,False
roles,kvk,urn:kvk:linkrole:notes-intangible-assets-movement-ifrs-smes,False,True,False
roles,kvk,urn:kvk:linkrole:notes-change-provision-pension-obligations-on-behalf-of-participants-premium-pension-institutions,False,True,False
roles,kvk,urn:kvk:linkrole:notes-provisions-breakdown-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-intangible-assets,False,True,False
roles,kvk,urn:kvk:linkrole:income-statement-participants-premium-pension-institutions,False,True,False
roles,kvk,urn:kvk:linkrole:notes-disclosure-of-interests-in-joint-arrangements-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-income-tax-expense-ordinary-activities-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-disclosure-of-net-defined-benefit-liability-asset-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-additions-real-estate-in-exploitation-breakdown-housing,False,True,False
roles,kvk,urn:kvk:linkrole:notes-gross-margin,False,True,False
roles,kvk,urn:kvk:linkrole:notes-other-operating-expenses-breakdown,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-intangible-assets-internal-external-generated-movement,False,True,False
roles,kvk,urn:kvk:linkrole:notes-provision-pension-obligations-pension-fund-number-participants-breakdown-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-net-changes-in-equity-movement-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-income-tax-expense-breakdown,False,True,False
roles,kvk,urn:kvk:linkrole:notes-equity-statement-of-changes-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:notes-property-plant-equipment-economic-life,False,True,False
roles,kvk,urn:kvk:linkrole:notes-intangible-assets-housing,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-noncommercial-activities-specification-foundations,False,True,False
roles,kvk,urn:kvk:linkrole:notes-equity-statement-of-changes-cooperatives,False,True,False
roles,kvk,urn:kvk:linkrole:notes-staffing-level-specification-health-care,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-property-plant-and-equipment-ifrs-smes,False,True,False
roles,kvk,urn:kvk:linkrole:notes-noncurrent-liabilities-movement,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-expenses-reimbursements-borrow-lend-financial-instruments-breakdown-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:managing-directors,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-remuneration-executive-senior-officials-from13month-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-property-plant-equipment-tangible-assets-other-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-provision-pension-obligations-on-behalf-of-pension-fund-movement-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-rights-granted-not-yet-exercised-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-gross-operating-result-ratio-breakdown,False,True,False
roles,kvk,urn:kvk:linkrole:notes-loans-advances-guarantees-supervisory-directors-breakdown,False,True,False
roles,kvk,urn:kvk:linkrole:notes-payables-vpl-arrangements-received-not-yet-utilised-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-intangible-assets-breakdown-ifrs-smes,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-general-accounting-principles-segment-reporting,False,True,False
roles,kvk,urn:kvk:linkrole:notes-investments-on-behalf-of-pension-fund-receivables-payables-breakdown-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:classes-of-investments-on-behalf-of-pension-fund-breakdown-receivables-payables-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-disclosure-of-defined-benefit-plans-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-reserves-and-funds-fundraising,False,True,False
roles,kvk,urn:kvk:linkrole:report-of-the-supervisory-body-fundraising,False,True,False
roles,kvk,urn:kvk:linkrole:notes-earned-premiums-for-own-account-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-unrealised-profit-on-investments-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-investments-breakdown-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-securities,False,True,False
roles,kvk,urn:kvk:linkrole:notes-differences-equity-result-separate-consolidated-financial-statements,False,True,False
roles,kvk,urn:kvk:linkrole:notes-equity-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-investment-properties-breakdown,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-sum-of-expenses,False,True,False
roles,kvk,urn:kvk:linkrole:consolidated-cash-flow-statement-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-retained-earnings-movement-ifrs-smes,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-gross-margin,False,True,False
roles,kvk,urn:kvk:linkrole:notes-financial-income-expense-fundraising,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-other-technical-income-for-own-account-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-securities-breakdown,False,True,False
roles,kvk,urn:kvk:linkrole:notes-investment-property-measurement-movement-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-dbcs-dbchealth-care-products-in-progress-breakdown-health-care,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-decrease-in-value-of-receivables-and-provisions-for-on-balance-sheet-commitments-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-general-notes-group-structure,False,True,False
roles,kvk,urn:kvk:linkrole:income-statement-small,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-financial-assets-movement,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-employee-benefits-present-value-of-defined-benefit-obligation-movement-ifrs-smes,False,True,False
roles,kvk,urn:kvk:linkrole:notes-cash-in-hand-breakdown-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-risk-section-individual-investment-above-five-percent-specification-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-technical-provisions-life-insurance-breakdown-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-investments-unrealized-value-changes-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-receivables-cooperatives,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-property-plant-equipment,False,True,False
roles,kvk,urn:kvk:linkrole:notes-liabilities-other-breakdown-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-receivables-from-credit-institutions-concentration-geographic-area-specification-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-cash-flow-statement-ifrs-smes,False,True,False
roles,kvk,urn:kvk:linkrole:notes-results-appropriation-breakdown-nonprofit,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-securities-other-amounts,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-sponsoring-contributions-nonprofit,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-investments-on-behalf-of-breakdown-premium-pension-institutions,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-participating-interests-breakdown-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-receivables-from-customers-movement-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-ongoing-cost-factor-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-net-value-asset-investment-company-breakdown-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-disclosure-of-impairment-of-assets-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-subsequent-events,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-pension-administration-expenses-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-other-technical-income-for-own-account-breakdown-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-nature-and-extent-of-risks-arising-from-insurance-contracts-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-change-in-other-technical-provisions-for-own-account-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:income-statement-technical-account-life-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-capitalised-acquisition-costs-movement-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-assets-liabilities-not-recognised-operating-lease-breakdown,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-property-plant-equipment-foundations,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-other-liabilities-and-accrued-liabilities-breakdown-premium-pension-institutions,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-ongoing-cost-factor-breakdown-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:notes-accrued-income-breakdown-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-derivative-financial-instruments-notional-amount-breakdown-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-technical-provisions-equalisation-reserve-movement-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:profit-and-loss-account-health-care,False,True,False
roles,kvk,urn:kvk:linkrole:consolidated-cash-flow-statement-foundations,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-accounting-principles-result,False,True,False
roles,kvk,urn:kvk:linkrole:notes-share-based-payments,False,True,False
roles,kvk,urn:kvk:linkrole:notes-financial-assets,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-rights-granted-not-yet-exercised,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-receivables-from-customers-breakdown-maturity-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-financial-assets-accumulated-revaluations,False,True,False
roles,kvk,urn:kvk:linkrole:balance-sheet-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-investment-properties-economic-life-housing,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-financial-instruments-breakdown-ifrs-smes,False,True,False
roles,kvk,urn:kvk:linkrole:notes-profit-loss-from-operating-activities-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-expenses-spent-on-objectives-per-objective-fundraising-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-investments-movement-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-noncurrent-liabilities-finance-lease-liabilities-discounted-value-maturity-breakdown,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-ongoing-cost-factor-shares-specification-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:notes-investments-in-joint-ventures-ifrs-smes,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-appropriation-balance-income-expenses-fundraising,False,True,False
roles,kvk,urn:kvk:linkrole:notes-revaluation-reserve-statement-of-changes,False,True,False
roles,kvk,urn:kvk:linkrole:notes-payables-customers-breakdown-maturity-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-financial-instruments-hedge-accounting,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-other-provisions-ifrs-smes,False,True,False
roles,kvk,urn:kvk:linkrole:notes-remuneration-directors-breakdown,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-amortisation-depreciation-breakdown,False,True,False
roles,kvk,urn:kvk:linkrole:balance-sheet-vertical-fiscal,False,True,False
roles,kvk,urn:kvk:linkrole:notes-investments-on-behalf-of-participants-fund-other-movement-specification-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-financial-assets-financial-assets-other-movement-specification,False,True,False
roles,kvk,urn:kvk:linkrole:consolidated-balance-sheet-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-shares-certificates-specification-nonprofit,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-technical-provisions-technical-provisions-other-specification-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-noncurrent-liabilities-payables-other-noncurrent-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-technical-provisions-unearned-premiums-unexpired-risks-breakdown-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-receivables-from-customers-concentration-geographic-area-specification-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-net-revenue-breakdown,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-equity-liabilities-transfers-specification-cooperatives,False,True,False
roles,kvk,urn:kvk:linkrole:notes-risk-section-investments-shares-portfolio-composition-by-region-specification-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-exceptional-items,False,True,False
roles,kvk,urn:kvk:linkrole:notes-general-notes-group-structure-non-profit,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-assets-other-breakdown-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-disclosure-of-range-of-exercise-prices-of-outstanding-share-options-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-receivables-securities-transactions-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:notes-disclosure-of-interests-in-other-entities-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-noncurrent-liabilities,False,True,False
roles,kvk,urn:kvk:linkrole:notes-general-accounting-principles-change-accounting-policies,False,True,False
roles,kvk,urn:kvk:linkrole:notes-statutory-reserve-specification-health-care,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-income-other-expenses-other-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-designated-reserves-specification-fundraising,False,True,False
roles,kvk,urn:kvk:linkrole:classes-of-equity-fiscal,False,True,False
roles,kvk,urn:kvk:linkrole:notes-designated-funds-specification-nonprofit,False,True,False
roles,kvk,urn:kvk:linkrole:statement-of-financial-position-ifrs-smes,False,True,False
roles,kvk,urn:kvk:linkrole:notes-noncurrent-liabilities-breakdown-cooperatives,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-property-plant-equipment-movement,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-investment-results-breakdown-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:notes-employee-benefits-ifrs-smes,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-employee-benefits-major-category-contributes-to-fair-value-of-total-plan-assets-ifrs-smes,False,True,False
roles,kvk,urn:kvk:linkrole:notes-investment-properties-economic-life,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-indirect-measurement-fair-value-goods-services-breakdown-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-financial-assets-movement-housing,False,True,False
roles,kvk,urn:kvk:linkrole:notes-provisions-provisions-other-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-sum-of-expenses-large,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-remuneration-administrator-investment-entity-management-breakdown-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:notes-designated-funds-fundraising,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-disclosure-of-how-entity-aggregated-interests-in-similar-entities-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-remuneration-directors-breakdown-nonprofit,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-debt-securities-breakdown-maturity-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-business-combinations-amounts-acquired-major-class-of-assets-liabilities-ifrs-smes,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-dbcs-dbc-health-care-products-in-progress-health-care,False,True,False
roles,kvk,urn:kvk:linkrole:income-expenses-statement-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:balance-sheet-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-investment-results-breakdown-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-inventories-breakdown-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-disclosure-of-terms-and-conditions-of-sharebased-payment-arrangement-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-employee-benefits-expenses-breakdown,False,True,False
roles,kvk,urn:kvk:linkrole:notes-accounting-principles-assets-liabilities-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-settlement-statistics-gross-specification-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-investments-realized-unrealized-value-changes-breakdown,False,True,False
roles,kvk,urn:kvk:linkrole:notes-expenses-allocation-breakdown-fundraising,False,True,False
roles,kvk,urn:kvk:linkrole:report-of-the-management-board,False,True,False
roles,kvk,urn:kvk:linkrole:notes-intangible-assets-movement,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-sales-to-third-parties-breakdown-housing,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-financial-assets-breakdown-health-care,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-other-notes,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-trade-other-receivables-breakdown-maturity-health-care,False,True,False
roles,kvk,urn:kvk:linkrole:notes-investment-properties,False,True,False
roles,kvk,urn:kvk:linkrole:notes-geographical-areas-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:classes-of-property-plant-equipment,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-capitalised-production-costs,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-assets-liabilities-not-recognised-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:notes-financial-assets-movement,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-trade-and-other-noncurrent-payables-breakdown-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-property-plant-and-equipment-breakdown-ifrs-smes,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-financial-assets-financial-assets-other-movement-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-disclosure-of-joint-ventures-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-intangible-assets-breakdown,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-property-plant-equipment-property-plant-equipment-other-movement-specification-banks,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-explanation-of-effect-of-sharebased-payments-on-financial-positions-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-legal-statutory-reserves-breakdown-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-accrued-income-accrued-income-other-specification-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-financial-instruments-hedge-accounting,False,True,False
roles,kvk,urn:kvk:linkrole:notes-equity-statement-of-changes-health-care,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-property-plant-equipment-other-amounts-breakdown-housing,False,True,False
roles,kvk,urn:kvk:linkrole:notes-risk-section-investment-properties-portfolio-composition-by-region-specification-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-contingent-liabilities-payments-obtain-usage-rights-breakdown-maturity,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-remuneration-of-supervisory-senior-officials-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-bonds-other-fixed-income-securities-issuer-breakdown-banks,False,True,False
roles,kvk,urn:kvk:linkrole:consolidated-cash-flow-statement-housing,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-equity-housing,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-remuneration-of-executive-senior-officials-considered-four-years-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-obligations-on-behalf-of-participants-movement-premium-pension-institutions,False,True,False
roles,kvk,urn:kvk:linkrole:notes-provisions-breakdown-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-securities-financing-transactions-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:notes-payables-transactions-financial-derivatives-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-expiration-capital-premium-pension-institutions,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-accrued-income-investment-firm,False,True,False
roles,kvk,urn:kvk:linkrole:notes-payments-due-to-termination-employment-senior-officials-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-accounting-principles-assets-liabilities-health-care,False,True,False
roles,kvk,urn:kvk:linkrole:notes-premium-contributions-premium-pension-institutions,False,True,False
roles,kvk,urn:kvk:linkrole:notes-investments-on-behalf-of-pension-fund-movement-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-hedge-accounting-gains-losses-ifrs-smes,False,True,False
roles,kvk,urn:kvk:linkrole:consolidated-statement-of-changes-in-equity-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-subsequent-events-specification,False,True,False
roles,kvk,urn:kvk:linkrole:notes-consolidated-financial-instruments-hedge-accounting-types-of-risks-description-ifrs-smes,False,True,False
roles,kvk,urn:kvk:linkrole:notes-life-insurance-detailed-overview-insurance,False,True,False
roles,kvk,urn:kvk:linkrole:notes-number-of-shares-movement-ifrs-full,False,True,False
roles,kvk,urn:kvk:linkrole:notes-investment-results-categories-breakdown-pension-funds,False,True,False
roles,kvk,urn:kvk:linkrole:receivables-from-customers-banks,False,True,False
